start_date,end_date,ip_address,duration_in_seconds,recorded_date,response_id,location_latitude,location_longitude,q_recaptcha_score,intro_info,degree,degree_type,english_level_degree_1,gender,gender_other,language_1,age_1,ada_familiarity_1,q1_prop_1,q2_prop_1,q3_prop_1,q4_prop_1,q5_prop_1,q6_prop_1,q1_anx_1,q2_anx_1,q3_anx_1,q4_anx_1,q5_anx_1,q6_anx_1,q7_anx_1,q8_anx_1,q1_p_ai_1,q2_p_ai_1,q3_p_ai_1,q4_ado_ai_1,q5_ado_ai_1,q6_ado_ai_1,q1_llms,q1_if_other,q3_usage,q1_if_no_none_1,q2_if_none,country
2024-02-26,2024-02-26,45.83.107.57,453,2024-02-26,R_3CJPUQapiCHyuAD,51.2993,9.491,0.800000012,"Yes, I consent to participate in this study",Bachelor,Online,92.74,Female,NA,8.23,21,9.78,6.52,5.81,5.61,4.64,3.97,4.49,0.56,0.24,0.3,0.63,0,0.87,0.91,0,2.08,10,10,7.1,6.05,6.94,ChatGPT,NA,I only use chat GPT on Telegram and bing through which I ask questions regarding my subjects. Whenever I face a problem in tests or concepts I ask Chat GPT and it solves my problem perfectly,8.61,NA,iran
2024-02-26,2024-02-26,141.94.2.155,489,2024-02-26,R_2dYczEt8PvK1BuY,48.8582,2.3387,1,"Yes, I consent to participate in this study",B.A.,Both online and in-person,60.43,Female,NA,6.11,24,8.68,2.73,2.51,5.11,6.35,2.64,3.87,0,0,0,0,0,0,0,0,0,8.56,8.85,9.32,9.3,6.03,ChatGPT,NA,"For instance, I used it for the purpose of writing lesson plans, preparing materials for my classes and etc.",7.1,NA,iran
2024-02-26,2024-02-26,149.50.217.81,557,2024-02-26,R_428VyX8gOiWRdoJ,55.6802,12.5892,0.800000012,"Yes, I consent to participate in this study",Master of art,Both online and in-person,73.56,Female,NA,7.08,51,4.2,5.83,6.2,6.2,5.02,6.37,5.02,7.15,5.32,5.02,5.32,8.61,5.02,5.02,5.49,5.39,5.02,8.64,7.8,4.37,7.46,ChatGPT,NA,Yes,5.02,NA,iran
2024-02-26,2024-02-26,89.208.107.132,463,2024-02-26,R_8JRQ4WdCqv397yt,52.3759,4.8975,0.800000012,"Yes, I consent to participate in this study",Master of ELT (English language teaching ),Both online and in-person,100,Female,NA,8.95,23,7.6,10,10,10,10,8.74,10,0,0,0,0,0,0,0,0,9.94,10,10,10,10,10,ChatGPT,NA,"Generally, I use chat GPT to find the answers to my questions in my field of study whenever I face any problem I use AI, it helps me to save time and be more proficient in my studies",10,NA,iran
2024-02-26,2024-02-27,94.16.113.17,89605,2024-02-27,R_2VH76YvE9LIqtYR,51.4964,-0.1224,0.899999976,"Yes, I consent to participate in this study",Bachelor,Both online and in-person,90.18,Female,NA,6.03,24,5.16,1.97,7.59,8.41,8.17,8.45,2.13,9.05,9.41,8.86,10,8.2,10,7.01,0,0.95,0,7.09,8.96,10,6.38,None,NA,NA,NA,Google meet,iran
2024-02-27,2024-02-27,202.61.237.10,499,2024-02-27,R_3OiTWirE3nJVFT7,51.2993,9.491,0.899999976,"Yes, I consent to participate in this study",MA degree,Both online and in-person,100,Female,NA,9.49,28,2,9.35,9.01,6.03,10,9.33,10,3.94,3.93,3.17,4.13,8.14,3.66,0,3.86,5.1,10,10,10,10,10,ChatGPT,NA,No,8.31,NA,iran
2024-02-27,2024-02-27,89.58.50.215,317,2024-02-27,R_2eZ7hZWRKgSkCBP,51.2993,9.491,1,"Yes, I consent to participate in this study",English translation,In-person,70.56,Female,NA,7.46,23,6.07,7.07,7.53,8.72,7.23,6.43,4.71,1.43,1.27,0.49,2.34,1.09,2.93,1.3,1.05,2.69,9.14,9.32,9.03,6.31,8.84,ChatGPT,NA,I used chatgbt bot in telegram.,8.12,NA,iran
2024-02-27,2024-02-27,198.57.27.168,581,2024-02-27,R_3s7cHyG3eh7fsew,43.709,-79.4057,0.800000012,"Yes, I consent to participate in this study",Bachelor of Translation Studies,Both online and in-person,81,Female,NA,8.35,23,1.97,4,5.32,6.02,4.1,4.05,3.66,6.92,5.93,4.09,6.23,5,4.98,4.21,7.08,1.67,4.2,4.08,4.24,2.87,4.04,ChatGPT,NA,I've been using chatGPT to translate paragraphs or texts with a clear description of the context to get precise results but I do check and edit the translated text based on my own knowledge and research to make sure it's accurate. I also have been using AI for taking notes and summarizing my notes for exams and classes.,5,NA,iran
2024-02-27,2024-02-27,185.215.187.24,33,2024-02-27,R_5elRJMjRqSDW3sV,59.4381,24.7369,0.899999976,"No, I do not consent to participate in this study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iran
2024-02-27,2024-02-27,192.241.189.186,302,2024-02-27,R_6MueFf7aQ3bwhot,40.7597,-73.981,0.800000012,"Yes, I consent to participate in this study",PhD in TEFL,Online,80.71,Male,NA,10,29,6.14,8.68,9.29,8.54,8.36,8.71,8.71,1.04,1.14,1.36,1.36,0.82,0.93,1.46,8.79,9.25,9.25,8.82,8.5,9.21,8.93,ChatGPT,NA,"Article writing, reference checking, proof reading, online feedback",8.32,NA,iran
2024-02-27,2024-02-27,213.109.162.136,265,2024-02-27,R_2jIny6JF85nkjvk,51.2993,9.491,1,"Yes, I consent to participate in this study",Ma in tefl,Both online and in-person,100,Female,NA,6.6,25,5.01,1.85,3.33,3.66,3.67,2.64,3.99,3.9,3.84,3.12,3.19,3.02,3.58,3.06,3.61,5.91,6.68,5.66,5.04,6.08,6.62,Bard,NA,Solving problem or in improving  Writing,5.91,NA,iran
2024-02-27,2024-02-27,89.58.50.250,399,2024-02-27,R_8CU9k3YqYfmqyWt,51.2993,9.491,0.800000012,"Yes, I consent to participate in this study",Bachelor of Teaching English,In-person,55.46,Female,NA,4.55,24,6.02,5.69,7.37,8.68,5.9,4.73,7.75,3.06,2.91,3.21,2.91,2.88,3.31,3.11,3.31,7.88,7.69,7.05,7.44,5.42,7.23,ChatGPT,NA,-,4.62,NA,iran
2024-02-27,2024-02-27,104.129.15.216,1225,2024-02-27,R_5dG05IIFKQnNuN6,34.0726,-118.261,NA,"Yes, I consent to participate in this study",M.A in linguistics,Both online and in-person,61.93,Female,NA,6.18,45,2.11,8.06,9.21,10,10,9.63,10,6.94,6.23,6.63,6.56,6.49,6.43,6.23,10,8.06,10,10,10,10,10,ChatGPT,NA,Using more information and examples,10,NA,iran
2024-02-27,2024-02-27,213.5.71.29,3018,2024-02-27,R_6yZxDhyQlYZVCpj,52.3824,4.8995,0.899999976,"Yes, I consent to participate in this study",MA,In-person,31.32,Female,NA,4.19,34,4.15,3.53,3.92,5,3.28,4.98,3.21,0.79,0.38,0.83,1.32,0.51,0.06,0,0.32,7.06,5.25,8.66,7.51,9.79,7.96,ChatGPT,NA,"Yes, for example I've used it for completing a well written resume, to enhance my knowledge in language teaching issues,and even writing an article",8.68,NA,iran
2024-02-27,2024-02-27,37.120.173.115,343,2024-02-27,R_2MJXxXfhejVYb4d,51.0609,6.9596,0.899999976,"Yes, I consent to participate in this study",Phd. Tefl,In-person,100,Female,NA,8.85,47,6.26,0.5,0.68,0.59,0.89,0.65,0.93,10,10,9.49,10,9.93,8.81,8.97,8.99,0.92,9.01,8.26,0.97,1.1,1.3,None,NA,NA,NA,Telegram translate,iran
2024-02-27,2024-02-27,23.90.147.6,271,2024-02-27,R_14QWqkmpGC9IjUR,50.1188,8.6843,0.899999976,"Yes, I consent to participate in this study",Master of tefl,Both online and in-person,76.29,Male,NA,7.92,27,4.2,7.25,7.35,6.97,6.39,6.23,6.59,6.76,6.56,6.47,6.37,6.59,6.68,3.81,6.78,7.2,7.38,7.75,7.67,7.05,7.33,ChatGPT,NA,I used chatgpt to pharapharase my disseration,6.64,NA,iran
2024-02-27,2024-02-27,78.46.198.22,233,2024-02-27,R_2OgkRSOqN3O2Qbn,51.2993,9.491,0.800000012,"Yes, I consent to participate in this study",MA in TEFl,In-person,85.54,Female,NA,5.54,48,4.94,6.37,6.12,6.33,5.94,6.08,6.49,8.1,7.27,2.52,3.22,2.38,4.18,7.33,2.08,7.69,6.59,6.86,7.1,6.46,6.49,ChatGPT,NA,_,8.56,NA,iran
2024-02-27,2024-02-27,3.76.111.11,414,2024-02-27,R_2EyjaEznxFcl4Q9,50.1188,8.6843,0.899999976,"Yes, I consent to participate in this study",M.A. in TEFL,In-person,60.06,Female,NA,7.27,34,4.08,7.57,6.91,5.5,4.92,6.58,3.54,6.22,4.95,2.7,2.28,3,4.89,2.88,8.02,2.01,6.22,8.38,3.72,1.41,8.11,ChatGPT,NA,Corrective feedback,6.37,NA,iran
2024-02-27,2024-02-27,104.237.147.171,276,2024-02-27,R_18NIY0SgWZyMEHg,40.8229,-74.4592,NA,"Yes, I consent to participate in this study",MA in TEFL,Online,79.18,Male,NA,7.12,30,3.73,7.95,7.97,7.81,7.94,7.86,7.97,2.55,2.67,2.3,1.92,2.56,2.44,2.53,7.2,2.74,7.8,7.49,7.32,7.59,7.25,ChatGPT,NA,Academic Purposes,8.44,NA,iran
2024-02-27,2024-02-27,85.235.64.49,468,2024-02-27,R_5bwggBpasN7GyJj,51.2993,9.491,1,"Yes, I consent to participate in this study",Master of science,Both online and in-person,22.8,Female,NA,7.22,24,7.57,8.45,8.72,9.43,8.31,8.13,6.51,0,0,0,0,0,0,1.04,9.05,0.48,8.65,9.75,9.62,9.65,8.2,ChatGPT,NA,"speaking exercises , ....",7.34,NA,iran
2024-02-27,2024-02-27,168.119.231.116,839,2024-02-27,R_2hQfu3XyflsRVlL,50.1188,8.6843,0.400000006,"Yes, I consent to participate in this study",MA,Online,61.36,Female,NA,7.08,32,6.41,6.68,6.14,6.1,7.29,4.07,8.1,0,0,0,0,1.02,0,0,8.78,10,10,10,9.49,7.66,4.03,ChatGPT,NA,"Checking grammar , spelling, and overall language usage in writing",10,NA,iran
2024-02-26,2024-02-27,92.60.38.114,141366,2024-02-27,R_7EFvvfKpmg7ByXd,51.2993,9.491,1,"Yes, I consent to participate in this study",Master of art,In-person,100,Female,NA,7.49,24,6.09,7.84,5.86,2.92,3.56,7.96,7.33,1.91,1.82,2.74,0,0,3.27,1.55,5.94,1.82,3.37,0,7.23,10,1.76,ChatGPT,NA,"First, I ask some general questions about it and then when I gather some information, I search for the keywords that ChatGPT told me.",5.88,NA,iran
2024-02-28,2024-02-28,152.89.104.206,30,2024-02-28,R_1yqJfyBVtVRKH9v,51.2993,9.491,0.899999976,"No, I do not consent to participate in this study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iran
2024-02-28,2024-02-28,23.90.144.180,598,2024-02-28,R_1Dx0RL9yHj2Irlh,50.1188,8.6843,0.899999976,"Yes, I consent to participate in this study",Bachelor of ELT,In-person,60.04,Male,NA,8,23,5,8.01,5,7.08,6.04,5,2.03,0,0,0,0,0,0,0,0,6.4,8.5,8,7.99,10,6.99,ChatGPT,NA,I get help from this app in order to find me some ccq or may be some topics for teaching culture or some time ask students to talk with that.,7.01,NA,iran
2024-02-28,2024-02-28,46.232.249.132,762,2024-02-28,R_3EcIpn29MkYQwXs,51.2993,9.491,1,"Yes, I consent to participate in this study",MA in ELT,Both online and in-person,40.29,Female,NA,5.39,23,4.9,5.12,4.17,4.22,5.26,4.55,4.32,4.01,4.61,4.46,4.94,4.5,4.94,5.02,4.4,4.03,6.47,8.68,6.07,8.17,9,ChatGPT,NA,I don't  have any ideas now,5.72,NA,iran
2024-02-28,2024-02-28,202.61.195.35,325,2024-02-28,R_2QW1Zc244qE0dYH,49.4516,11.0867,1,"Yes, I consent to participate in this study",MA,Both online and in-person,67.57,Male,NA,8.44,23,5.23,5.2,5.17,4.17,6.16,6.76,7.96,3.81,0,0.21,2.82,1.29,0,0,2.94,7.48,4.56,6.43,7.45,4.98,5.92,ChatGPT,NA,â€”,6.07,NA,iran
2024-02-28,2024-02-28,91.132.147.92,572,2024-02-28,R_2WZ4BZuZ4CLCycu,51.2993,9.491,1,"Yes, I consent to participate in this study",MA TEFL,In-person,75.51,Male,NA,7,38,8.03,8.35,7.41,8.36,6.9,6.68,1.55,8.07,1.94,1.83,8.09,2.1,10,2.51,10,3.86,8.17,8.41,7.43,8.55,5.07,ChatGPT,NA,"SPECIALLY FOR WITING SKILLS , IT IS BENEFICIAL TO MAKE FEEDBACK TO LEARNER AT ONCE FOR EXAMLE GIVE PARAGRAPH TO CHECK COHESIVELY AND IN SOME WHAT COHERENTLY CHECKING",9.17,NA,iran
2024-02-28,2024-02-28,202.61.255.181,574,2024-02-28,R_5ehluRMQUa1jWZ7,49.4423,11.0191,0.899999976,"Yes, I consent to participate in this study",Preparing for M.A,In-person,87.7,Female,NA,7.47,29,5,4.38,3.59,4.6,4.4,5,4.09,2.01,0.99,1.33,2.54,2.54,2.77,5,8.19,0.27,6.09,7.05,4.9,5,5.79,ChatGPT,NA,I rarely use it.,5,NA,iran
2024-02-28,2024-02-28,209.250.246.227,393,2024-02-28,R_1dm7pQSzZnWKSPm,52.3891,4.6563,0.800000012,"Yes, I consent to participate in this study",Bachelor of Arts in Literature,Both online and in-person,100,Female,NA,6.51,24,2,0,10,9.73,9.36,9.9,9.97,0,0,0,0,0,0,0,9.66,0,10,10,7.59,10,8.34,ChatGPT,NA,Asking explanation,10,NA,iran
2024-02-28,2024-02-28,45.83.107.57,441,2024-02-28,R_6pa5gelpDpP6EA9,51.2993,9.491,1,"Yes, I consent to participate in this study",Bachelor science,Both online and in-person,25.47,Female,NA,6.63,22,4.15,1.52,2.28,3.13,1.29,3.73,3.28,2.75,3.57,3.31,6,2.62,3.21,3.17,3.23,3.18,3.69,2.71,2.57,3.54,3.07,None,NA,NA,NA,Nothing,iran
2024-02-28,2024-02-28,185.163.116.11,879,2024-02-28,R_2L1gRTRwzTDGfWF,51.2993,9.491,1,"Yes, I consent to participate in this study",TEFL,Both online and in-person,96.68,Female,NA,5.02,33,4.2,9.66,10,9.51,9.08,10,9.6,0,0,0,0,0,0,0,0,10,9.41,9.16,7.68,9.8,9.02,ChatGPT,NA,I use text generator- text analyzing ai for accuracy,9.9,NA,iran
2024-02-28,2024-02-28,51.158.186.242,4431,2024-02-28,R_5di3sZY0mQbNF6o,48.8323,2.4075,0.899999976,"Yes, I consent to participate in this study",Bachelor of English Translation,Both online and in-person,100,Other,Nonbinary,7.51,23,7,6,5.51,5.55,5.49,5.25,4.51,3.03,3,2.62,2,2.35,2.01,2.52,3.39,1.49,3,4,3.01,3,6.51,None,NA,NA,NA,no,iran
2024-02-28,2024-02-28,85.209.49.247,289,2024-02-28,R_86eAJLXZBTqZOe0,51.2993,9.491,NA,"Yes, I consent to participate in this study",Master of art in TEFL,In-person,100,Female,NA,8.1,22,6.04,8.88,8.55,7.24,8.72,5.65,2.57,0.21,0.32,0.09,0.38,0.46,0.2,0.14,0.15,7.01,10,10,10,10,9.72,ChatGPT,NA,"I use ChatGPT to have new knowledge, and correct my errors in writing .",9.04,NA,iran
2024-02-28,2024-02-28,195.128.102.30,723,2024-02-28,R_2Pd9Kx3dd8Fex0l,51.2993,9.491,NA,"Yes, I consent to participate in this study",MA. In TEFL,Online,94.5,Female,NA,6.51,27,3,6.2,6.57,6.07,2.67,6.1,7.05,2.21,2.6,2.29,4.18,1.77,4.62,2.74,9.32,9.05,8.04,8.2,6.99,10,3,ChatGPT,NA,I've been using it for checking grammar and punctuation of my writing activities.,10,NA,iran
2024-02-28,2024-02-28,3.79.230.229,24206,2024-02-28,R_1InMQ4dL0FeKaAI,50.1188,8.6843,1,"Yes, I consent to participate in this study",MA - Teaching,Both online and in-person,60.78,Female,NA,7,33,4.5,5.99,8.29,8.25,8.53,7.89,5.02,3.37,2,3.11,3.1,3.61,3.06,3.06,7.13,8.04,9.1,9,7,10,7.5,ChatGPT,NA,"Writing Assistance, grammar, summarizing, preparingbgrammatical questions for my students.",6.33,NA,iran
2024-02-28,2024-02-28,50.7.4.109,1173,2024-02-28,R_5seWCKWEyoj6U8N,53.3379,-6.2591,1,"Yes, I consent to participate in this study",Bachelor,Both online and in-person,33.71,Female,NA,7.19,23,3.1,6.09,5.3,6.21,5.66,5.79,5.23,2.27,0,0,0,0,0,0,5.31,5.17,8.49,8.07,8.42,7.86,5.76,ChatGPT,NA,Practising Speaking,6.46,NA,iran
2024-02-28,2024-02-28,213.109.162.49,50,2024-02-28,R_6DcClKMIUFJ13nH,51.2993,9.491,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iran
2024-02-28,2024-02-28,194.13.80.195,428,2024-02-28,R_7pWGLltuiFOj9jC,51.2993,9.491,1,"Yes, I consent to participate in this study",Master of teaching English as a foreign language,In-person,82.62,Female,NA,8.38,25,0,7.33,4.24,3.14,5.9,7.07,4.06,3.93,4.08,4.29,4.64,3.75,3.07,3.73,7.92,1.84,10,8.36,10,3.8,9.1,None,NA,NA,NA,None,iran
2024-02-28,2024-02-28,85.209.49.247,1269,2024-02-28,R_5D58xzF8BQ7LF4S,51.2993,9.491,0.699999988,"Yes, I consent to participate in this study",BA in teaching English language,Both online and in-person,80.9,Female,NA,5.01,47,5.4,9.01,7.1,9.19,9.07,7.04,7.1,2,0,2,2.96,2,0,0,5.04,6.03,8.63,10,5.97,1.13,7.46,ChatGPT,NA,I use it for the most important things that I am not sure,7.28,NA,iran
2024-02-29,2024-02-29,194.36.146.158,325,2024-02-29,R_1ludfIP7RszBDv3,48.2048,16.3801,0.899999976,"Yes, I consent to participate in this study",PhD in Applied Linguistics,In-person,80.01,Female,NA,7.22,25,3.2,6.08,5.54,5.63,5.79,5.7,5.61,7.71,5.41,5.81,5.11,4.13,2.95,3.05,6.36,6.11,4.87,5.7,5.58,6.48,6.74,ChatGPT,NA,"I use it to give my ideas, pointers, or clues into what I need to learn.",5.95,NA,iran
2024-02-29,2024-02-29,194.36.146.158,292,2024-02-29,R_2ydewv6vvBdUT52,48.2048,16.3801,1,"Yes, I consent to participate in this study",PhD in TEFL,In-person,80.82,Female,NA,6.02,46,3.07,10,10,10,10,10,10,5.04,5.02,5.04,5.09,4.95,5.09,5.09,5.04,8.04,8.32,8.47,8.25,8.02,8.16,ChatGPT,NA,I ask chatGPT bots my questions,10,NA,iran
2024-02-29,2024-02-29,38.75.136.175,895,2024-02-29,R_65N0i0HXGlSnHz1,34.0544,-118.2441,NA,"Yes, I consent to participate in this study",Master of Arts in TEFL,Both online and in-person,30.72,Female,NA,7.02,23,5.02,4.01,4.04,4.04,4.01,4.04,4.01,3.04,3.1,3.01,3.2,3.04,4.01,3.04,7.08,3.86,6.36,7.3,7.4,7.05,5.14,ChatGPT,NA,"For example, I write a sentence and ask AI to revise it.",7.3,NA,iran
2024-02-29,2024-02-29,45.137.196.130,673,2024-02-29,R_8dgWFrcnXfjTnbn,52.3824,4.8995,0.699999988,"Yes, I consent to participate in this study",Master of art in applied linguistics,Both online and in-person,100,Female,NA,7.17,27,4.91,3.65,5.2,3.67,4.22,3.17,1.29,5.03,2.02,2.05,3.03,2.63,0,4.25,8.61,9.78,10,9.14,7.28,8.8,9.92,None,NA,NA,NA,Typeset and perplexy,iran
2024-02-29,2024-02-29,152.89.106.83,764,2024-02-29,R_2Qo3HkLkFX0NDBI,51.2993,9.491,0.899999976,"Yes, I consent to participate in this study",M.A student in TEFL,Both online and in-person,60.17,Female,NA,7.5,25,5.02,4.01,6.05,8.4,6.11,7.32,4.04,0,0,0,0,0,0,0,0,9.03,10,10,10,10,8.33,ChatGPT,NA,"I use LLM for everything that I need such as, correcting a text, answering a question, and ...,",9.02,NA,iran
2024-02-29,2024-02-29,50.7.4.242,844,2024-02-29,R_7dzKpEFdFcKRxnc,53.3379,-6.2591,0.899999976,"Yes, I consent to participate in this study",PhD (Applied Linguistics),Both online and in-person,100,Female,NA,9.5,30,7.5,8.5,9.25,7.5,9.04,9,9.5,3.04,2.07,2.04,2.07,2.07,2.54,2,9,5.89,10,9.5,10,10,10,Other,Grammarly,Grammarly provides effective and quick feedback concerning studentsâ€™ essays and articles.,8.79,NA,iran
2024-02-29,2024-02-29,13.38.73.37,803,2024-02-29,R_3zCREl9x15NWJyN,48.8323,2.4075,1,"Yes, I consent to participate in this study",Master of Science in teaching English,Both online and in-person,85.28,Female,NA,8.24,35,5.11,7.47,6.04,6.6,7.7,7.43,7.21,2.75,0,0,0,1.17,0,1.92,10,9.51,8.6,8.75,9.25,8.66,8.87,ChatGPT,NA,"I use it for engaging in conversation,gaining insights,auto tasks and ...",7.83,NA,iran
2024-02-29,2024-02-29,45.136.30.53,3159,2024-02-29,R_5lAlKmeHkzcU88o,51.2993,9.491,1,"Yes, I consent to participate in this study",MA in TEFL,Both online and in-person,90.16,Female,NA,8,31,8,9,5.99,6,5,8.01,0,0,0,0,0,0,0,0,6.01,10,9.02,9.01,9,9.01,6.99,ChatGPT,NA,"Learning new words by making a large number of examples in order to learn them in context, or for example for writing feedback, or providing me with some stories with some particular vocabularies l've specified for the purpose of teaching, etc.",8.49,NA,iran
2024-02-29,2024-02-29,85.235.66.28,707,2024-02-29,R_7s3Ix214MIp70DT,51.2993,9.491,NA,"Yes, I consent to participate in this study",Master of Art in TEFL,In-person,85,Female,NA,7,33,4.25,8.14,8.57,9.14,7.32,7.46,7.04,7.46,0,0,5.07,0,0,3,7.46,6,7,8,8,8,6,ChatGPT,NA,"Chat, to improve and correct my writing, asking for synonyms and antonyms",8,NA,iran
2024-02-29,2024-02-29,50.7.4.246,794,2024-02-29,R_2wikDxrffzdH1Sh,53.3379,-6.2591,1,"Yes, I consent to participate in this study",Masters of English Teaching,Both online and in-person,70.28,Female,NA,8.82,42,4.04,2.03,2.41,1.73,3.2,1.08,0,0.02,0.08,0,0,0,0,0,6.36,9.27,3.82,4.05,3.88,3.05,5.82,ChatGPT,NA,asking for sample writing.giving examples.designing tasks,1.94,NA,iran
2024-02-29,2024-02-29,139.59.189.153,205,2024-02-29,R_5k9PypClHINidJD,51.5368,-0.6718,0.800000012,"Yes, I consent to participate in this study",MA,Online,93.5,Female,NA,8.24,25,9.11,8.83,10,10,10,8.67,9.12,0,0,0,0,0,0,0,0,6.4,9.29,9.5,8.26,9.1,8.43,ChatGPT,NA,No,7.47,NA,iran
2024-02-29,2024-02-29,158.220.90.137,1056,2024-02-29,R_8c6nYXEaxzvQG2B,50.7988,-1.0944,0.699999988,"Yes, I consent to participate in this study",bachelor of science in english translation,In-person,90,Female,NA,6,40,5,10,10,10,10,10,10,0,0,5,0,10,0,0,10,0,10,10,7,9.03,10,ChatGPT,NA,using some short story,6.03,NA,iran
2024-02-29,2024-02-29,91.239.53.162,1103,2024-02-29,R_5uKniNRleKNCoJr,52.2832,4.7521,0.899999976,"Yes, I consent to participate in this study",Master's degree of control(but master' s thesis classification),Both online and in-person,45.05,Female,NA,2.23,28,7.61,7.97,10,10,10,9.35,5.79,0.47,0.94,0.73,0.59,0.83,0.85,0.79,4.2,5.45,9.26,9.29,10,10,10,ChatGPT,NA,I use chat gpt for learn code for my neural network,10,NA,iran
2024-02-29,2024-02-29,144.76.137.26,632,2024-02-29,R_24pEbCZ9jMEcbGA,51.7446,11.0425,0.899999976,"Yes, I consent to participate in this study",ELTF English language teaching field,In-person,80.35,Female,NA,6.5,19,7.01,6.91,6.13,7,4.93,4.52,8.13,5.52,5,5,0.78,2.42,2.68,1.91,5,10,6.01,8.15,0.74,0.99,5.26,ChatGPT,NA,writing python program and doing some assignments,6.72,NA,iran
2024-02-29,2024-02-29,5.61.61.92,900,2024-02-29,R_1rOg7tXZ29TN8JU,53.4788,-2.2585,0.899999976,"Yes, I consent to participate in this study",MA of TEFLE,In-person,90.51,Female,NA,7.73,50,10,7.66,8.07,7.73,8.24,7.29,8.78,0,8.61,0,8.07,6.14,6.81,2.2,6,9.05,6.71,6.47,4.2,0.81,0,None,NA,NA,NA,Nothing,iran
2024-02-29,2024-02-29,89.58.50.215,26,2024-02-29,R_1gNrWAMUIgL2xYG,51.2993,9.491,1,"No, I do not consent to participate in this study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iran
2024-02-29,2024-02-29,93.177.64.131,670,2024-02-29,R_5QVQGcCcZ53cbTf,51.2993,9.491,0.899999976,"Yes, I consent to participate in this study",Ph.D candidate of educational management,In-person,60.92,Female,NA,7.08,50,1.02,0.65,0.57,0.51,0.34,0.99,0.25,6.81,2.41,2.95,7.03,2.7,5.25,2.22,8.28,0.07,7.96,4.98,3.72,3.74,0.55,ChatGPT,NA,I prefer to leave this field bank.,6.91,NA,iran
2024-02-29,2024-02-29,89.58.6.76,1319,2024-02-29,R_8A90jnCf0u33phD,51.2993,9.491,0.899999976,"Yes, I consent to participate in this study",M.A in Applied linguistics,Both online and in-person,70.72,Female,NA,2.23,35,0.97,3.8,4.99,8.04,2.9,2.81,2.57,1.9,1.87,1.3,2.48,2.28,1.91,2.13,7.23,4.93,8.1,8.74,8.58,8.1,1.25,None,NA,NA,NA,Virtual Reality (VR) and Augmented Reality (AR),iran
2024-02-29,2024-02-29,185.163.117.181,1377,2024-02-29,R_6aVrYz4MTGUcvTI,51.2993,9.491,0.899999976,"Yes, I consent to participate in this study",Master of Art,Both online and in-person,98.05,Female,NA,9.17,24,8.08,8.55,8.2,8.41,7.15,8.12,6.21,0.5,0.01,0.03,0,0.03,0.2,0.05,2.87,7.03,9.14,9.38,9.88,9.78,2.67,ChatGPT,NA,"Exam Preparation: GPTcan generate practice questions, quizzes, and etc, to help you prepare for exams and assess your understanding of the material. You can also use GPT to test your knowledge on various subjects and receive instant feedback on your responses.",6,NA,iran
2024-02-29,2024-02-29,202.61.255.181,892,2024-02-29,R_4nT22C18VJsUGin,49.4423,11.0191,0.899999976,"Yes, I consent to participate in this study",Phd in TEFL,Both online and in-person,50.38,Female,NA,4.08,41,1.68,6.57,5.09,7.17,7.09,6.02,5.23,5.91,5.08,5.11,6.19,4.17,5.43,2.15,5.42,1.98,10,10,10,7.19,10,None,NA,NA,NA,Poe,iran
2024-03-01,2024-03-01,213.5.64.11,402,2024-03-01,R_8LXuvkYQ07p21xh,52.3824,4.8995,0.800000012,"Yes, I consent to participate in this study",Bachelor of teaching English,In-person,80.21,Female,NA,6,26,5,2.65,3.09,2.59,2.43,2.16,3.93,3.72,3.43,3.21,3.51,4.21,3.5,3.26,3.92,2.89,4.26,4.4,3.88,4,4.04,ChatGPT,NA,I ask it to explain about a topic in my major but I can not trust,3.74,NA,iran
2024-03-01,2024-03-01,212.83.154.146,421,2024-03-01,R_87w5rYG2btFrjTb,48.8582,2.3387,0.899999976,"Yes, I consent to participate in this study",Bachelor of english language teaching,Both online and in-person,92.51,Female,NA,7.61,24,6.11,2.92,5.53,5.09,5.17,5,3.03,8.16,3.83,3.14,7.11,7.24,7.94,6.21,8.5,3.33,9.45,10,7.1,6.82,6.49,None,NA,NA,NA,Chat GPT,iran
2024-03-01,2024-03-01,148.251.160.254,394,2024-03-01,R_7ve0e9asncw4sLA,53.6535,10.3192,1,"Yes, I consent to participate in this study",PhD in TEFL,Both online and in-person,96.69,Female,NA,7.46,29,6.02,7.75,6.09,6.87,6.54,7.01,5.89,5.54,6.1,4.09,4.05,4.79,3.93,4.01,6.19,3.76,8.77,8.87,10,10,6.22,ChatGPT,NA,I ask it to exemplifiy what I don't understand when reading my course material.,10,NA,iran
